SalesOrderNumber,SalesOrderItemNumber,OrderCreationDate,RequestedDeliveryDate,DeliveryNumber,DeliveryDate,PickDate,ActualGIdate,DeliveryItemNumber,Material,DeliveryQuantity,MaterialAvailableDate,Volume,NetWeight,GrossWeight,MATNR,CHARG,WERKS
253654798,110,11/30/2018,2018.12.06,2104484625,2018.12.06,2018.12.03,2018.12.05,90,237063,1157,2018.12.03,87944,10.5,29,237063,1841158,MY21
253654798,120,11/30/2018,2018.12.06,2104484625,2018.12.06,2018.12.03,2018.12.05,100,232815,485,2018.12.03,108680,48.5,115,232815,1841090,MY21
253654798,140,11/30/2018,2018.12.06,2104484625,2018.12.06,2018.12.03,2018.12.05,110,237056,3461,2018.12.03,281480,31.5,56,237056,1841154,MY21
253654798,100,11/30/2018,2018.12.06,2104484625,2018.12.06,2018.12.03,2018.12.05,900021,237070,2549,2018.12.03,208520,23.5,46,237070,NV9K,MY21
253654798,100,11/30/2018,2018.12.06,2104484625,2018.12.06,2018.12.03,2018.12.05,900022,237070,917,2018.12.03,77960,8.5,26,237070,NV9L,MY21
253656564,40,12/2/2018,2018.12.07,2104484627,2018.12.07,2018.12.05,2018.12.06,30,6E+13,1733,2018.12.05,12983,484.5,551,6E+13,240220S,MY21
253656788,30,12/2/2018,2018.12.06,2104484629,2018.12.06,2018.12.03,2018.12.05,30,237070,5,2018.12.03,5000,0.5,15,237070,NULL,MY21
253656788,40,12/2/2018,2018.12.06,2104484629,2018.12.06,2018.12.03,2018.12.05,40,237063,11525,2018.12.03,834440,104.5,153,237063,1841158,MY21
253656788,50,12/2/2018,2018.12.06,2104484629,2018.12.06,2018.12.03,2018.12.05,50,237056,11525,2018.12.03,926600,104.5,153,237056,1841154,MY21
253656788,30,12/2/2018,2018.12.06,2104484629,2018.12.06,2018.12.03,2018.12.05,900021,237070,2309,2018.12.03,189320,21.5,43,237070,NV9K,MY21
253656788,30,12/2/2018,2018.12.06,2104484629,2018.12.06,2018.12.03,2018.12.05,900022,237070,20741,2018.12.03,1663880,187.5,264,237070,NV9L,MY21
253656789,30,12/2/2018,2018.12.06,2104484631,2018.12.06,2018.12.03,2018.12.05,30,6E+13,3605,2018.12.03,4152200,1584.5,1815,6E+13,270220,MY21
253656789,140,12/2/2018,2018.12.06,2104484631,2018.12.06,2018.12.03,2018.12.05,120,224381,125,2018.12.03,71000,9.5,29,224381,1840868,MY21
253656789,150,12/2/2018,2018.12.06,2104484631,2018.12.06,2018.12.03,2018.12.05,130,241770,805,2018.12.03,330000,28.5,64,241770,1841160,MY21
253656789,160,12/2/2018,2018.12.06,2104484631,2018.12.06,2018.12.03,2018.12.05,140,124266,365,2018.12.03,5000,12420.5,12435,124266,8K3N,MY21
253656789,170,12/2/2018,2018.12.06,2104484631,2018.12.06,2018.12.03,2018.12.05,150,6E+13,113,2018.12.03,59432,30.5,45,6E+13,320918,MY21
253656789,40,12/2/2018,2018.12.06,2104484631,2018.12.06,2018.12.03,2018.12.05,40,6E+13,5,2018.12.03,5000,0.5,15,6E+13,NULL,MY21
253656789,71,12/2/2018,2018.12.06,2104484631,2018.12.06,2018.12.03,2018.12.05,50,6E+13,293,2018.12.03,43880,13.5,37,6E+13,80818,MY21
253656789,81,12/2/2018,2018.12.06,2104484631,2018.12.06,2018.12.03,2018.12.05,60,6E+13,293,2018.12.03,43880,13.5,37,6E+13,100818,MY21
253656789,90,12/2/2018,2018.12.06,2104484631,2018.12.06,2018.12.03,2018.12.05,70,6E+13,365,2018.12.03,283640,198.5,213,6E+13,180910M,MY21
253656789,100,12/2/2018,2018.12.06,2104484631,2018.12.06,2018.12.03,2018.12.05,80,6E+13,125,2018.12.03,43115,18.5,33,6E+13,051018J,MY21
253656789,110,12/2/2018,2018.12.06,2104484631,2018.12.06,2018.12.03,2018.12.05,90,6E+13,725,2018.12.03,139680,28.5,43,6E+13,021118D,MY21
253656789,120,12/2/2018,2018.12.06,2104484631,2018.12.06,2018.12.03,2018.12.05,100,230859,725,2018.12.03,185000,127.5,142,230859,1840260C,MY21
253656789,130,12/2/2018,2018.12.06,2104484631,2018.12.06,2018.12.03,2018.12.05,110,240643,725,2018.12.03,126212,4.5,29,240643,1840833,MY21
253656789,40,12/2/2018,2018.12.06,2104484631,2018.12.06,2018.12.03,2018.12.05,900021,6E+13,101,2018.12.03,5444,27.5,45,6E+13,240220,MY21
253656789,40,12/2/2018,2018.12.06,2104484631,2018.12.06,2018.12.03,2018.12.05,900022,6E+13,29,2018.12.03,5111,7.5,22,6E+13,240220S,MY21
253656843,20,12/2/2018,2018.12.05,2104484632,2018.12.05,2018.12.03,2018.12.04,30,241763,5,2018.12.03,5000,0.5,15,241763,NULL,MY21
253656843,30,12/2/2018,2018.12.05,2104484632,2018.12.05,2018.12.03,2018.12.04,40,237070,2261,2018.12.03,185480,20.5,42,237070,NV9L,MY21
253656843,20,12/2/2018,2018.12.05,2104484632,2018.12.05,2018.12.03,2018.12.04,900021,241763,385,2018.12.03,54997,3.5,22,241763,1840752,MY21
253656843,20,12/2/2018,2018.12.05,2104484632,2018.12.05,2018.12.03,2018.12.04,900022,241763,2275,2018.12.03,303668,20.5,58,241763,1840753,MY21
253656844,20,12/2/2018,2018.12.05,2104484633,2018.12.05,2018.12.03,2018.12.04,30,6E+13,173,2018.12.03,58760,13.5,28,6E+13,CV4S,MY21
253656845,20,12/2/2018,2018.12.05,2104484634,2018.12.05,2018.12.03,2018.12.04,30,240957,653,2018.12.03,189680,64800.5,75831,240957,325U,MY21
253656845,110,12/2/2018,2018.12.05,2104484634,2018.12.05,2018.12.03,2018.12.04,120,6E+13,65,2018.12.03,5000,0.5,18,6E+13,231117253,MY21
253656845,120,12/2/2018,2018.12.05,2104484634,2018.12.05,2018.12.03,2018.12.04,130,6E+13,65,2018.12.03,5000,0.5,18,6E+13,100718082,MY21
253656845,130,12/2/2018,2018.12.05,2104484634,2018.12.05,2018.12.03,2018.12.04,140,6E+13,77,2018.12.03,6793,0.5,18,6E+13,280618015,MY21
253656845,140,12/2/2018,2018.12.05,2104484634,2018.12.05,2018.12.03,2018.12.04,150,6E+13,53,2018.12.03,6195,0.5,17,6E+13,220618186,MY21
253656845,150,12/2/2018,2018.12.05,2104484634,2018.12.05,2018.12.03,2018.12.04,160,6E+13,485,2018.12.03,101233,29.5,52,6E+13,8K3V,MY21
253656845,160,12/2/2018,2018.12.05,2104484634,2018.12.05,2018.12.03,2018.12.04,170,6E+13,437,2018.12.03,52560,9.5,29,6E+13,924R,MY21
253656845,170,12/2/2018,2018.12.05,2104484634,2018.12.05,2018.12.03,2018.12.04,180,6E+13,269,2018.12.03,80240,26400.5,30903,6E+13,3A5D,MY21
253656845,180,12/2/2018,2018.12.05,2104484634,2018.12.05,2018.12.03,2018.12.04,190,6E+13,293,2018.12.03,87080,28800.5,33711,6E+13,2J9D,MY21
253656845,190,12/2/2018,2018.12.05,2104484634,2018.12.05,2018.12.03,2018.12.04,200,6E+13,293,2018.12.03,150152,80.5,95,6E+13,400818,MY21
253656845,200,12/2/2018,2018.12.05,2104484634,2018.12.05,2018.12.03,2018.12.04,210,6E+13,293,2018.12.03,150152,80.5,87,6E+13,720818,MY21
253656845,30,12/2/2018,2018.12.05,2104484634,2018.12.05,2018.12.03,2018.12.04,40,6E+13,257,2018.12.03,59432,0.5,47,6E+13,260718,MY21
253656845,210,12/2/2018,2018.12.05,2104484634,2018.12.05,2018.12.03,2018.12.04,220,241107,497,2018.12.03,247507,49.5,80,241107,867P,MY21
253656845,220,12/2/2018,2018.12.05,2104484634,2018.12.05,2018.12.03,2018.12.04,230,6E+13,53,2018.12.03,5000,0.5,19,6E+13,211117257,MY21
253656845,230,12/2/2018,2018.12.05,2104484634,2018.12.05,2018.12.03,2018.12.04,240,6E+13,53,2018.12.03,5000,0.5,19,6E+13,71117169,MY21
253656845,240,12/2/2018,2018.12.05,2104484634,2018.12.05,2018.12.03,2018.12.04,250,6E+13,41,2018.12.03,6210,0.5,18,6E+13,211117249,MY21
253656845,250,12/2/2018,2018.12.05,2104484634,2018.12.05,2018.12.03,2018.12.04,260,6E+13,77,2018.12.03,7419,0.5,21,6E+13,161217352,MY21
253656845,260,12/2/2018,2018.12.05,2104484634,2018.12.05,2018.12.03,2018.12.04,270,6E+13,917,2018.12.03,315080,109.5,124,6E+13,18080205,MY21
253656845,270,12/2/2018,2018.12.05,2104484634,2018.12.05,2018.12.03,2018.12.04,280,6E+13,401,2018.12.03,119048,50.5,65,6E+13,770818,MY21
253656845,280,12/2/2018,2018.12.05,2104484634,2018.12.05,2018.12.03,2018.12.04,290,6E+13,437,2018.12.03,129416,55.5,70,6E+13,601018,MY21
253656845,290,12/2/2018,2018.12.05,2104484634,2018.12.05,2018.12.03,2018.12.04,300,124685,821,2018.12.03,5000,62546.5,62561,124685,EJ3C,MY21
253656845,300,12/2/2018,2018.12.05,2104484634,2018.12.05,2018.12.03,2018.12.04,310,230842,317,2018.12.03,158785,31.5,56,230842,Y98S,MY21
253656845,40,12/2/2018,2018.12.05,2104484634,2018.12.05,2018.12.03,2018.12.04,50,6E+13,221,2018.12.03,113864,60.5,75,6E+13,320918,MY21
253656845,310,12/2/2018,2018.12.05,2104484634,2018.12.05,2018.12.03,2018.12.04,320,6E+13,185,2018.12.03,56840,23.5,38,6E+13,50518,MY21
253656845,320,12/2/2018,2018.12.05,2104484634,2018.12.05,2018.12.03,2018.12.04,330,240476,281,2018.12.03,83660,27600.5,32307,240476,7996118E,MY21
253656845,50,12/2/2018,2018.12.05,2104484634,2018.12.05,2018.12.03,2018.12.04,60,6E+13,365,2018.12.03,123800,16.5,37,6E+13,RY3UF,MY21
253656845,60,12/2/2018,2018.12.05,2104484634,2018.12.05,2018.12.03,2018.12.04,70,6E+13,581,2018.12.03,200840,9.5,24,6E+13,18071001,MY21
253656845,70,12/2/2018,2018.12.05,2104484634,2018.12.05,2018.12.03,2018.12.04,80,124266,725,2018.12.03,5000,24840.5,24855,124266,8K3N,MY21
253656845,80,12/2/2018,2018.12.05,2104484634,2018.12.05,2018.12.03,2018.12.04,90,6E+13,149,2018.12.03,9105,0.5,33,6E+13,120718,MY21
253656845,90,12/2/2018,2018.12.05,2104484634,2018.12.05,2018.12.03,2018.12.04,100,6E+13,209,2018.12.03,67944,24.5,39,6E+13,100718,MY21
253656845,100,12/2/2018,2018.12.05,2104484634,2018.12.05,2018.12.03,2018.12.04,110,6E+13,581,2018.12.03,200840,69.5,84,6E+13,18070606,MY21
253656846,20,12/2/2018,2018.12.05,2104484635,2018.12.05,2018.12.03,2018.12.04,30,6E+13,53,2018.12.03,19400,7.5,22,6E+13,121018G,MY21
253656846,110,12/2/2018,2018.12.05,2104484635,2018.12.05,2018.12.03,2018.12.04,120,230866,389,2018.12.03,101000,68.5,83,230866,1840221C,MY21
253656846,120,12/2/2018,2018.12.05,2104484635,2018.12.05,2018.12.03,2018.12.04,130,230859,281,2018.12.03,74000,49.5,64,230859,1840260C,MY21
253656846,130,12/2/2018,2018.12.05,2104484635,2018.12.05,2018.12.03,2018.12.04,140,411312,245,2018.12.03,28337,13.5,28,411312,1840245C,MY21
253656846,140,12/2/2018,2018.12.05,2104484635,2018.12.05,2018.12.03,2018.12.04,150,223575,485,2018.12.03,56840,6.5,21,223575,17070269,MY21
253656846,150,12/2/2018,2018.12.05,2104484635,2018.12.05,2018.12.03,2018.12.04,160,6E+13,113,2018.12.03,113000,7.5,22,6E+13,SCM00318,MY21
253656846,160,12/2/2018,2018.12.05,2104484635,2018.12.05,2018.12.03,2018.12.04,170,6E+13,461,2018.12.03,204500,134.5,149,6E+13,180731M,MY21
253656846,170,12/2/2018,2018.12.05,2104484635,2018.12.05,2018.12.03,2018.12.04,180,6E+13,149,2018.12.03,68000,42.5,57,6E+13,180722M,MY21
232449947,200,3/1/2017,2017.03.03,2063560522,2017.03.03,2017.03.01,2017.03.02,200,241107,65,2017.03.01,5000,0.5,15,241107,MJ161624B,MY21
253656846,180,12/2/2018,2018.12.05,2104484635,2018.12.05,2018.12.03,2018.12.04,190,237063,1397,2018.12.03,105224,13.5,32,237063,1841158,MY21
232449947,210,3/1/2017,2017.03.03,2063560522,2017.03.03,2017.03.01,2017.03.02,210,6E+13,77,2017.03.01,20552,9.5,24,6E+13,231116,MY21
232449947,30,3/1/2017,2017.03.03,2063560522,2017.03.03,2017.03.01,2017.03.02,40,6E+13,77,2017.03.01,20552,9.5,24,6E+13,611116,MY21
253656846,190,12/2/2018,2018.12.05,2104484635,2018.12.05,2018.12.03,2018.12.04,200,237056,293,2018.12.03,28040,3.5,18,237056,1841154,MY21
232449947,220,3/1/2017,2017.03.03,2063560522,2017.03.03,2017.03.01,2017.03.02,220,6E+13,77,2017.03.01,25736,9.5,24,6E+13,1520916,MY21
253656846,200,12/2/2018,2018.12.05,2104484635,2018.12.05,2018.12.03,2018.12.04,210,6E+13,5,2018.12.03,5000,0.5,15,6E+13,NULL,MY21
232449947,230,3/1/2017,2017.03.03,2063560522,2017.03.03,2017.03.01,2017.03.02,230,6E+13,77,2017.03.01,25736,9.5,24,6E+13,580816,MY21
253656846,30,12/2/2018,2018.12.05,2104484635,2018.12.05,2018.12.03,2018.12.04,40,232815,65,2018.12.03,17960,6.5,28,232815,1841090,MY21
232449947,240,3/1/2017,2017.03.03,2063560522,2017.03.03,2017.03.01,2017.03.02,240,124685,245,2017.03.01,5000,18396.5,18411,124685,DH8Y,MY21
253656846,210,12/2/2018,2018.12.05,2104484635,2018.12.05,2018.12.03,2018.12.04,220,6E+13,533,2018.12.03,103765,21.5,36,6E+13,021118D,MY21
232449947,250,3/1/2017,2017.03.03,2063560522,2017.03.03,2017.03.01,2017.03.02,250,230842,107,2017.03.01,5000,0.5,15,230842,MF061624A,MY21
253656846,220,12/2/2018,2018.12.05,2104484635,2018.12.05,2018.12.03,2018.12.04,230,6E+13,557,2018.12.03,25866,10.5,37,6E+13,1840772,MY21
232449947,260,3/1/2017,2017.03.03,2063560522,2017.03.03,2017.03.01,2017.03.02,260,128017A,137,2017.03.01,5000,10648.5,10663,128017A,6C8R,MY21
253656846,230,12/2/2018,2018.12.05,2104484635,2018.12.05,2018.12.03,2018.12.04,240,6E+13,77,2018.12.03,5000,0.5,25,6E+13,SCF00217,MY21
232449947,270,3/1/2017,2017.03.03,2063560522,2017.03.03,2017.03.01,2017.03.02,270,6E+13,77,2017.03.01,25736,9.5,24,6E+13,141116,MY21
253656846,240,12/2/2018,2018.12.05,2104484635,2018.12.05,2018.12.03,2018.12.04,250,6E+13,47,2018.12.03,47000,38.5,53,6E+13,180823M,MY21
232449947,280,3/1/2017,2017.03.03,2063560522,2017.03.03,2017.03.01,2017.03.02,280,6E+13,77,2017.03.01,20552,9.5,24,6E+13,241216,MY21
253656846,260,12/2/2018,2018.12.05,2104484635,2018.12.05,2018.12.03,2018.12.04,260,241251,725,2018.12.03,62600,6.5,24,241251,1841173,MY21
232449947,290,3/1/2017,2017.03.03,2063560522,2017.03.03,2017.03.01,2017.03.02,290,240476,101,2017.03.01,31907,0.5,15,240476,1563426A,MY21
253656846,270,12/2/2018,2018.12.05,2104484635,2018.12.05,2018.12.03,2018.12.04,270,6E+13,293,2018.12.03,95720,32.5,47,6E+13,M1L12013,MY21
232449947,40,3/1/2017,2017.03.03,2063560522,2017.03.03,2017.03.01,2017.03.02,50,6E+13,149,2017.03.01,77576,40.5,55,6E+13,511016,MY21
253656846,280,12/2/2018,2018.12.05,2104484635,2018.12.05,2018.12.03,2018.12.04,280,6E+13,605,2018.12.03,285800,30.5,45,6E+13,200618,MY21
232449947,50,3/1/2017,2017.03.03,2063560522,2017.03.03,2017.03.01,2017.03.02,60,6E+13,77,2017.03.01,28760,5.5,20,6E+13,MH111624AE,MY21
248630979,40,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900023,6E+13,245,2018.06.22,281480,120.5,135,6E+13,230919,MY21
248630979,50,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900024,6E+13,605,2018.06.22,1357400,612.5,627,6E+13,190919,MY21
248630979,60,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900025,6E+13,65,2018.06.22,274088,110.5,125,6E+13,150919,MY21
248630979,70,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900026,6E+13,125,2018.06.22,275000,41.5,56,6E+13,51019,MY21
248630979,80,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900027,6E+13,773,2018.06.22,93781,48.5,63,6E+13,70819,MY21
248630979,90,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900028,6E+13,965,2018.06.22,1541000,326.5,341,6E+13,150919,MY21
248630979,100,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900029,6E+13,1925,2018.06.22,4090760,2362.5,2377,6E+13,260919,MY21
248630979,110,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900030,6E+13,197,2018.06.22,94856,10.5,25,6E+13,180418,MY21
248630979,120,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900031,6E+13,101,2018.06.22,66152,7.5,22,6E+13,110418,MY21
248630979,130,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900032,6E+13,437,2018.06.22,108032,24.5,39,6E+13,30518,MY21
248630979,140,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900033,6E+13,293,2018.06.22,43880,15.5,30,6E+13,230418,MY21
248630979,150,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900034,6E+13,245,2018.06.22,190760,132.5,147,6E+13,180508M,MY21
248630979,160,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900035,6E+13,365,2018.06.22,162500,106.5,121,6E+13,180421M,MY21
248630979,170,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900036,6E+13,125,2018.06.22,97880,66.5,81,6E+13,180415M,MY21
248630979,180,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900037,6E+13,185,2018.06.22,185000,162.5,177,6E+13,180326M,MY21
248630979,190,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900038,6E+13,185,2018.06.22,185000,162.5,177,6E+13,180117M,MY21
248630979,200,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900039,6E+13,245,2018.06.22,81230,36.5,51,6E+13,260418M,MY21
248630979,210,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900040,6E+13,101,2018.06.22,35492,14.5,29,6E+13,180318H,MY21
248630979,220,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900041,6E+13,245,2018.06.22,81230,36.5,51,6E+13,230418J,MY21
248630979,230,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900042,6E+13,293,2018.06.22,51080,11.5,26,6E+13,230418C,MY21
248630979,240,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900043,6E+13,149,2018.06.22,24278,6.5,21,6E+13,230518E,MY21
248630979,250,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900044,6E+13,293,2018.06.22,58872,11.5,26,6E+13,040518L,MY21
248630979,260,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900045,6E+13,125,2018.06.22,41000,18.5,33,6E+13,170318F,MY21
248630979,270,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900046,6E+13,185,2018.06.22,56840,8.5,23,6E+13,261217B,MY21
248630979,290,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900047,6E+13,125,2018.06.22,43115,0.5,51,6E+13,060118D,MY21
248630979,300,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900048,6E+13,293,2018.06.22,5000,0.5,15,6E+13,73402,MY21
248630979,310,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900049,6E+13,293,2018.06.22,5000,0.5,15,6E+13,73401,MY21
248630979,320,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900050,6E+13,149,2018.06.22,5000,0.5,15,6E+13,80341,MY21
248630979,330,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900051,6E+13,293,2018.06.22,5000,0.5,15,6E+13,80531,MY21
248630979,340,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900052,234277,65,2018.06.22,5885,1.5,16,234277,1840755,MY21
248630979,350,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900053,236318,35,2018.06.22,9800,1.5,16,236318,1840339,MY21
248630979,360,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900054,6E+13,125,2018.06.22,43400,10.5,25,6E+13,XT4U,MY21
248630979,370,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900055,236486,65,2018.06.22,19580,13.5,28,236486,1840282,MY21
248630979,380,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900056,237070,485,2018.06.22,43400,6.5,21,237070,1840375,MY21
248630979,390,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900057,232846,53,2018.06.22,15368,11.5,26,232846,1840315,MY21
248630979,400,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900058,241251,245,2018.06.22,24200,3.5,18,241251,1840111,MY21
257731842,20,12/20/2019,2020.01.02,2109226357,2020.01.02,2019.12.31,2020.01.02,900021,234291,11,2019.12.31,5088,0.5,15,234291,HG9S,MY21
248630979,410,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900059,231191,125,2018.06.22,16880,3.5,18,231191,1741401,MY21
248630979,420,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900060,230859,245,2018.06.22,65000,42.5,57,230859,1840046C,MY21
248630979,430,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900061,230866,125,2018.06.22,35000,21.5,36,230866,1840064C,MY21
248630979,440,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900062,240643,245,2018.06.22,45404,67.5,82,240643,1840573,MY21
248630979,450,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900063,209364,293,2018.06.22,109544,26.5,41,209364,140151B,MY21
248630979,460,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900064,209401,125,2018.06.22,193100,58.5,73,209401,140305C,MY21
248630979,470,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900065,241558,125,2018.06.22,13400,3.5,18,241558,854F,MY21
248630979,480,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900066,6E+13,245,2018.06.22,35240,14.5,29,6E+13,1840237,MY21
248630979,490,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900067,6E+13,293,2018.06.22,147229,37.5,52,6E+13,1840609,MY21
248630979,500,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900068,241770,125,2018.06.22,53750,8.5,23,241770,1840507,MY21
248630979,510,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900069,6E+13,485,2018.06.22,125960,24.5,39,6E+13,MIL11009,MY21
248630979,520,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900070,6E+13,185,2018.06.22,61700,20.5,35,6E+13,M1L10005,MY21
248630979,530,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900071,6E+13,77,2018.06.22,27680,4.5,19,6E+13,M1L11014,MY21
248630979,540,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900072,6E+13,245,2018.06.22,14072,2.5,18,6E+13,1840476,MY21
248630979,580,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900073,241107,65,2018.06.22,34574,0.5,23,241107,MB041824F,MY21
248630979,590,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900074,124685,293,2018.06.22,5000,22075.5,22090,124685,Y55L,MY21
248630979,600,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900075,124266,365,2018.06.22,5000,12420.5,12435,124266,2A9K,MY21
248630979,610,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900076,6E+13,125,2018.06.22,18211,2.5,19,6E+13,ED3S,MY21
248630979,620,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900077,6E+13,245,2018.06.22,53116,14.5,34,6E+13,YW8X,MY21
248630979,680,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900078,6E+13,149,2018.06.22,46472,18.5,33,6E+13,150318,MY21
248630979,690,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900079,6E+13,77,2018.06.22,25736,9.5,24,6E+13,20218,MY21
248630979,700,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900080,6E+13,149,2018.06.22,46472,18.5,33,6E+13,130318,MY21
248630979,710,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900081,6E+13,605,2018.06.22,209000,72.5,87,6E+13,18032803,MY21
248630979,720,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900082,240476,365,2018.06.22,107600,36000.5,42135,240476,0844447C,MY21
248630979,730,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900083,240957,365,2018.06.22,107600,36000.5,42135,240957,2072477D,MY21
248630979,740,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900084,6E+13,185,2018.06.22,95720,50.5,65,6E+13,130318,MY21
248630979,750,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900085,6E+13,185,2018.06.22,66200,22.5,37,6E+13,18032805,MY21
248630979,760,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900086,6E+13,365,2018.06.22,127400,5.5,20,6E+13,18040306,MY21
248630979,770,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900087,6E+13,605,2018.06.22,176000,60000.5,70215,6E+13,5379058C,MY21
248630979,780,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900088,6E+13,185,2018.06.22,11048,2.5,31,6E+13,221117157,MY21
248630979,790,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900089,6E+13,77,2018.06.22,20552,0.5,24,6E+13,40218,MY21
248630979,800,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900090,6E+13,365,2018.06.22,186440,100.5,115,6E+13,301217,MY21
248630979,810,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900091,6E+13,365,2018.06.22,107600,36000.5,42135,6E+13,9221138F,MY21
248630979,820,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900092,6E+13,365,2018.06.22,103683,0.5,19,6E+13,120318,MY21
248630979,830,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900093,6E+13,221,2018.06.22,66236,0.5,44,6E+13,561017,MY21
